"Segreteria";"Delegazione";"Provincia";"Comune";"Pop istat";"Attivi";"Non attivi";"Donatori"
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"CASTIGLIONE MESSER MARINO";1966;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"COLLEDIMEZZO";557;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"CUPELLO";4917;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"FRESAGRANDINARIA";1113;3;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"FURCI";1143;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"GISSI";3026;0;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"GUILMI";446;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"LENTELLA";731;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"LISCIA";752;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"MONTEBELLO SUL SANGRO";102;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"MONTEFERRANTE";150;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"MONTEODORISIO";2595;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"PALMOLI";1011;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"PERANO";1695;1;2;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"PIETRAFERRAZZANA";135;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"ROCCASPINALVETI";1482;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"SAN BUONO";1044;1;2;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"SAN GIOVANNI LIPIONI";231;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"SAN SALVO";19093;31;15;2
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"SCERNI";3521;0;2;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"TORINO DI SANGRO";3112;1;3;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"TORNARECCIO";1962;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"TORREBRUNA";990;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"TUFILLO";493;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"VASTO";39811;63;78;1
"DIREZIONE REGIONALE FAI ABRUZZO";"DELEGAZIONE FAI DI VASTO";"CH";"VILLALFONSINA";1008;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"AIELLI";1464;1;3;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"AVEZZANO";41737;124;60;5
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"BALSORANO";3702;2;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"BISEGNA";284;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"CANISTRO";1054;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"CAPISTRELLO";5451;1;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"CAPPADOCIA";563;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"CARSOLI";5591;5;5;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"CASTELLAFIUME";1122;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"CELANO";11279;21;1;1
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"CERCHIO";1734;0;2;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"CIVITA D ANTINO";1017;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"CIVITELLA ROVETO";3409;0;2;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"COLLARMELE";977;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"COLLELONGO";1387;0;0;1
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"GIOIA DEI MARSI";2246;2;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"LECCE NEI MARSI";1774;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"LUCO DEI MARSI";5879;2;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"MAGLIANO DE MARSI";3861;7;1;1
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"MASSA D ALBE";1585;1;3;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"MORINO";1537;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"OPI";459;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"ORICOLA";1124;3;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"ORTONA DEI MARSI";679;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"ORTUCCHIO";1922;0;2;1
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"OVINDOLI";1241;0;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"PERETO";769;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"PESCASSEROLI";2252;1;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"PESCINA";4369;2;7;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"ROCCA DI BOTTE";898;0;2;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"SAN BENEDETTO DEI MARSI";3962;0;4;1
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"SAN VINCENZO VALLE ROVETO";2489;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"SANTE MARIE";1286;2;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"SCURCOLA MARSICANA";2810;4;3;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"TAGLIACOZZO";7003;6;5;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"TRASACCO";6196;3;3;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DELLA MARSICA";"AQ";"VILLAVALLELONGA";927;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DI PENNE";"PE";"CIVITELLA CASANOVA";1968;0;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DI PENNE";"PE";"COLLECORVINO";5908;1;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DI PENNE";"PE";"ELICE";1734;0;0;1
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DI PENNE";"PE";"FARINDOLA";1673;0;2;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DI PENNE";"PE";"LORETO APRUTINO";7749;6;2;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DI PENNE";"PE";"MONTEBELLO DI BERTONA";1063;2;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DI PENNE";"PE";"PICCIANO";1347;1;2;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DI PENNE";"PE";"VICOLI";400;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI DI PENNE";"PE";"VILLA CELIERA";769;0;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"ACCIANO";376;2;2;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"ALFEDENA";833;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"ANVERSA DEGLI ABRUZZI";387;0;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"ATELETA";1190;0;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"BARREA";760;2;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"BUGNARA";1083;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"CASTEL DI IERI";342;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"CASTEL DI SANGRO";6006;3;0;2
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"CASTELVECCHIO SUBEQUO";1099;0;1;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"CIVITELLA ALFEDENA";317;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"COCULLO";264;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"CORFINIO";1054;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"FAGNANO ALTO";439;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"FONTECCHIO";413;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"GAGLIANO ATERNO";294;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"GORIANO SICOLI";614;0;3;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"INTRODACQUA";2144;1;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"MOLINA ATERNO";420;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"PACENTRO";1268;3;2;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"PESCOCOSTANZO";1186;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"PETTORANO SUL GIZIO";1362;0;2;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"PRATOLA PELIGNA";7878;1;3;1
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"PREZZA";1058;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"RAIANO";2931;0;3;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"RIVISONDOLI";687;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"ROCCA PIA";174;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"ROCCACASALE";732;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"ROCCARASO";1661;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"SCANNO";1986;2;18;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"SCONTRONE";586;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"SECINARO";414;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"SULMONA";25217;53;16;13
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"TIONE DEGLI ABRUZZI";337;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"VILLALAGO";621;0;1;1
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"VILLETTA BARREA";667;0;0;0
"DIREZIONE REGIONALE FAI ABRUZZO";"GRUPPO FAI SULMONA - TRE VALLI";"AQ";"VITTORITO";919;0;2;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"ALDINO";1658;0;2;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"ALGUND";4782;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"ANDRIANO";1025;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"ANTERIVO";389;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"APPIANO SULLA STRADA DEL VINO";14013;20;4;2
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"AVELENGO";732;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"BADIA";3358;3;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"BARBIANO";1580;1;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"BOLZANO";103135;674;295;75
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"BOZEN";103135;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"BRAIES";660;1;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"BRENNERO";2118;2;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"BRESSANONE";20512;14;11;4
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"BRONZOLO";2640;6;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"BRUNICO";15370;12;1;1
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"BURGSTALL";1715;2;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"CAINES";396;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"CALDARO SULLA STRADA DEL VINO";7572;8;2;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"CAMPO DI TRENS";2677;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"CAMPO TURES";5230;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"CASTELBELLO CIARDES";2383;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"CASTELROTTO";6456;0;1;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"CERMES";1393;2;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"CHIENES";2722;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"CHIUSA";5134;3;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"CORNEDO ALL ISARCO";3330;3;1;1
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"CORTACCIA SULLA STRADA DEL VINO";2245;2;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"CORTINA SULLA STRADA DEL VINO";637;1;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"CORVARA IN BADIA";1307;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"CURON VENOSTA";2449;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"DEUTSCHNOFEN";3876;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"DOBBIACO";3249;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"EGNA";4926;6;6;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"FALZES";2560;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"FIE ALLO SCILIAR";3427;5;2;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"FORTEZZA";971;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"FUNES";2532;2;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"GAIS";3146;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"GARGAZON";1589;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"GARGAZZONE";1589;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"GLORENZA";871;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"JENESIEN";2935;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"LA VALLE";1281;0;1;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"LAAS";3896;1;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"LACES";5145;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"LAGUNDO";4782;2;0;1
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"LAION";2586;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"LAIVES";16964;25;7;6
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"LANA";11120;9;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"LANA";11120;7;1;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"LASA";3896;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"LAUREGNO";359;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"LUSON";1539;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"MAGRE SULLA STRADA DEL VINO";1295;4;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"MALLES VENOSTA";5050;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"MAREBBE";2899;1;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"MARLENGO";2488;2;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"MARTELLO";871;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"MELTINA";1610;3;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"MONGUELFO";2797;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"MONTAGNA";1601;3;2;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"MOSO IN PASSIRIA";2195;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"NALLES";1761;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"NATURNO";5440;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"NAZ SCIAVES";2886;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"NOVA LEVANTE";1922;0;1;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"NOVA PONENTE";3876;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"ORA";3529;3;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"ORTISEI";4606;2;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"PARCINES";3477;3;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"PERCA";1424;1;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"PLAUS";683;0;1;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"PONTE GARDENA";183;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"POSTAL";1715;1;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"PRATO ALLO STELVIO";3370;3;1;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"PREDOI";596;6;0;1
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"PRETTAU";596;1;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"PROVES";273;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"RACINES";4331;2;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"RASUN ANTERSELVA";2882;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"RENON";7507;7;4;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"RIFIANO";1291;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"RIO DI PUSTERIA";2863;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"RODENGO";1181;0;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"SALORNO";3523;12;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"SAN CANDIDO";3198;0;1;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"SAN GENESIO ATESINO";2935;1;0;0
"DIREZIONE REGIONALE FAI ALTO ADIGE";"DELEGAZIONE FAI DI BOLZANO";"BZ";"SAN LEONARDO IN PASSIRIA";3509;0;0;0
